AC_TYPE,AC_DISPATCHED,AC_EFFECTIVE,ROCKETS,BULLETS,UNIT,DATE,TOTAL_MUNITIONS_LBS,AC_LOST,CASUALTIES,AC_DESTROYED,AC_DAMAGED
F51,49,48,243,235,18th Fighter Bomber Group,3/20/1951,36000,1,0,0,
F51,28,26,159,214,2 South African Air Force,3/20/1951,42000,1,1,0,
F51,57,57,349,818,35th Fighter Interceptor Group,3/21/1951,88000,0,0,0,1
F51,22,22,75,196,77 Royal Australian Air Force,3/21/1951,30000,0,0,0,
F51,52,51,284,587,18th Fighter Bomber Group,3/21/1951,46000,0,0,0,
F51,24,24,141,183,2 South African Air Force,3/21/1951,36000,0,0,0,
F51,49,48,230,513,35th Fighter Interceptor Group,3/22/1951,64000,0,0,0,
F51,20,20,74,199,77 Royal Australian Air Force,3/22/1951,30000,0,0,0,
F51,52,44,241,435,18th Fighter Bomber Group,3/22/1951,64000,0,0,0,
F51,28,28,155,189,2 South African Air Force,3/22/1951,42000,0,0,0,
F51,75,75,432,915,35th Fighter Interceptor Group,3/23/1951,66000,0,0,0,
F51,16,14,46,95,77 Royal Australian Air Force,3/23/1951,10000,0,0,0,
F51,50,48,268,324,18th Fighter Bomber Group,3/23/1951,52000,0,0,0,
F51,17,14,82,64,2 South African Air Force,3/23/1951,20000,0,0,0,
F51,38,37,213,380,18th Fighter Bomber Group,3/24/1951,48000,0,0,0,
F51,19,19,104,187,2 South African Air Force,3/24/1951,10000,0,0,0,
F51,61,61,225,698,35th Fighter Interceptor Group,3/24/1951,86000,0,0,0,
F51,18,18,77,218,77 Royal Australian Air Force,3/24/1951,30000,0,7,0,
F51,26,26,153,265,2 South African Air Force,3/26/1951,40000,0,0,0,
F51,91,90,554,1332,35th Fighter Interceptor Group,3/26/1951,112000,0,0,0,
F51,27,27,75,238,77 Royal Australian Air Force,3/26/1951,30000,0,0,0,
F51,47,47,263,474,18th Fighter Bomber Group,3/26/1951,58000,0,0,0,
F51,39,38,211,516,35th Fighter Interceptor Group,3/27/1951,54000,0,0,0,
F51,32,15,81,134,18th Fighter Bomber Group,3/27/1951,40000,0,0,0,
F51,22,16,92,119,2 South African Air Force,3/27/1951,34000,0,0,0,
F51,12,12,47,134,77 Royal Australian Air Force,3/27/1951,18000,0,0,0,
F51,51,49,277,297,18th Fighter Bomber Group,3/28/1951,66000,0,0,0,
F51,18,16,92,182,2 South African Air Force,3/28/1951,28000,0,0,0,
F51,66,63,347,989,35th Fighter Interceptor Group,3/28/1951,90000,0,0,0,
F51,20,20,80,223,77 Royal Australian Air Force,3/28/1951,30000,0,0,0,
F51,5,5,,10,N/A,3/29/1951,,0,0,0,
F51,52,52,278,431,18th Fighter Bomber Group,3/29/1951,54000,0,0,0,
F51,16,15,93,139,2 South African Air Force,3/29/1951,42000,0,0,0,
F51,56,55,289,621,35th Fighter Interceptor Group,3/29/1951,54000,1,0,0,
F51,14,14,56,103,77 Royal Australian Air Force,3/29/1951,18000,0,0,0,
F51,2,1,,,N/A,3/30/1951,,0,0,0,
F51,54,53,283,732,18th Fighter Bomber Group,3/30/1951,54000,0,0,0,
F51,28,28,153,191,2 South African Air Force,3/30/1951,40000,0,0,0,
F51,69,66,442,5616,35th Fighter Interceptor Group,3/30/1951,66000,1,1,0,
F51,24,24,91,220,77 Royal Australian Air Force,3/30/1951,36000,0,0,0,2
F51,6,5,,75,N/A,3/31/1951,,0,0,0,
F51,59,59,318,635,18th Fighter Bomber Group,3/31/1951,58000,0,0,0,
F51,30,30,177,272,2 South African Air Force,3/31/1951,46000,0,0,0,
F51,62,62,352,694,35th Fighter Interceptor Group,3/31/1951,82000,0,0,0,
F51,16,16,63,141,77 Royal Australian Air Force,3/31/1951,24000,0,0,0,
F51,1,1,,,N/A,4/1/1951,,0,0,0,
F51,18,18,104,235,35th Fighter Interceptor Group,4/1/1951,24000,0,0,0,
F51,26,26,151,325,2 South African Air Force,4/2/1951,40000,0,0,0,
F51,2,2,,,N/A,4/2/1951,,0,0,0,
F51,50,45,229,518,18th Fighter Bomber Group,4/2/1951,72000,1,1,0,
F51,62,62,366,598,35th Fighter Interceptor Group,4/2/1951,84000,0,0,0,
F51,20,20,79,194,77 Royal Australian Air Force,4/2/1951,30000,0,0,0,
F51,2,2,,,N/A,4/3/1951,,0,0,0,
F51,32,31,,150,2 South African Air Force,4/3/1951,32000,0,0,0,
F51,58,50,11,291,18th Fighter Bomber Group,4/3/1951,52000,0,0,0,
F51,66,65,125,379,35th Fighter Interceptor Group,4/3/1951,56000,1,0,0,
F51,23,23,,154,77 Royal Australian Air Force,4/3/1951,24000,0,0,0,
F51,1,1,,,N/A,4/4/1951,,0,0,0,
F51,24,23,,12,2 South African Air Force,4/4/1951,24000,0,0,0,
F51,59,56,23,143,18th Fighter Bomber Group,4/4/1951,56000,0,0,0,
F51,78,78,406,835,35th Fighter Interceptor Group,4/4/1951,78000,0,0,0,
F51,24,24,94,209,77 Royal Australian Air Force,4/4/1951,24000,0,0,0,
F51,1,1,,,N/A,4/5/1951,,0,0,0,
F51,24,24,130,170,2 South African Air Force,4/5/1951,30000,0,0,0,
F51,59,57,24,443,18th Fighter Bomber Group,4/5/1951,56000,2,2,0,
F51,72,72,304,725,35th Fighter Interceptor Group,4/5/1951,78000,1,0,0,
F51,24,24,95,212,77 Royal Australian Air Force,4/5/1951,30000,0,0,0,
F51,8,2,12,,2 South African Air Force,4/6/1951,4000,0,0,0,
F51,36,36,11,121,18th Fighter Bomber Group,4/6/1951,32000,0,0,0,
F51,24,24,109,114,35th Fighter Interceptor Group,4/6/1951,20000,0,0,0,
F51,13,9,32,55,77 Royal Australian Air Force,4/6/1951,10000,0,0,0,
F51,1,1,,,N/A,4/7/1951,,0,0,0,
F51,20,19,111,77,2 South African Air Force,4/7/1951,20000,0,0,0,
F51,64,59,228,522,18th Fighter Bomber Group,4/7/1951,58000,0,0,0,
F51,69,69,306,846,35th Fighter Interceptor Group,4/7/1951,76000,0,0,0,
F51,2,2,,,N/A,4/8/1951,,0,0,0,
F51,24,23,133,150,2 South African Air Force,4/8/1951,24000,0,0,0,
F51,70,68,276,625,18th Fighter Bomber Group,4/8/1951,58000,0,0,0,
F51,68,67,240,893,35th Fighter Interceptor Group,4/8/1951,76000,0,0,0,
F51,11,11,,,N/A,4/9/1951,,0,0,0,
F51,24,24,132,49,2 South African Air Force,4/9/1951,22000,0,0,0,
F51,82,81,350,692,18th Fighter Bomber Group,4/9/1951,48000,1,0,0,
F51,73,73,365,897,35th Fighter Interceptor Group,4/9/1951,74000,1,0,0,
F51,11,11,,,N/A,4/10/1951,,0,0,0,
F51,24,24,139,142,2 South African Air Force,4/10/1951,22000,0,0,0,
F51,63,60,208,432,18th Fighter Bomber Group,4/10/1951,36000,1,1,0,1
F51,59,58,169,314,35th Fighter Interceptor Group,4/10/1951,4000,0,0,0,
F51,9,9,54,120,18th Fighter Bomber Group,4/11/1951,14000,0,0,0,
F51,26,25,47,163,35th Fighter Interceptor Group,4/11/1951,28000,0,0,0,
F51,2,2,,,N/A,4/12/1951,,0,0,0,
F51,24,24,133,127,2 South African Air Force,4/12/1951,22000,0,0,0,
F51,73,73,453,727,18th Fighter Bomber Group,4/12/1951,40000,0,0,0,
F51,58,58,100,338,35th Fighter Interceptor Group,4/12/1951,28000,0,0,0,
F51,5,5,,,N/A,4/13/1951,,0,0,0,
F51,28,27,136,127,2 South African Air Force,4/13/1951,14000,0,0,0,
F51,80,79,362,663,18th Fighter Bomber Group,4/13/1951,74000,1,0,0,
F51,81,81,409,725,35th Fighter Interceptor Group,4/13/1951,76000,0,0,0,
F51,7,7,,,N/A,4/14/1951,,1,1,0,
F51,71,70,210,484,18th Fighter Bomber Group,4/14/1951,58000,1,0,1,
F51,24,24,132,142,2 South African Air Force,4/14/1951,20000,0,0,0,
F51,70,67,159,391,35th Fighter Interceptor Group,4/14/1951,44000,0,0,0,
F51,3,3,,,N/A,4/15/1951,,0,0,0,
F51,67,66,218,823,18th Fighter Bomber Group,4/15/1951,48000,0,0,0,
F51,24,20,90,15,2 South African Air Force,4/15/1951,6000,0,0,0,
F51,66,66,323,491,35th Fighter Interceptor Group,4/15/1951,60000,0,0,0,
F51,3,3,,,N/A,4/16/1951,,0,0,0,
F51,63,58,220,377,18th Fighter Bomber Group,4/16/1951,40000,0,0,0,
F51,24,23,124,155,2 South African Air Force,4/16/1951,10000,0,0,0,
F51,73,72,280,739,35th Fighter Interceptor Group,4/16/1951,78000,0,0,0,
F51,4,4,,,N/A,4/17/1951,,1,1,0,
F51,59,56,316,385,18th Fighter Bomber Group,4/17/1951,64000,0,0,0,
F51,24,23,130,101,2 South African Air Force,4/17/1951,4000,0,0,0,
F51,62,60,232,528,35th Fighter Interceptor Group,4/17/1951,48000,1,0,0,
F51,4,3,,,N/A,4/18/1951,,0,0,0,
F51,59,59,354,639,18th Fighter Bomber Group,4/18/1951,68000,0,0,0,
F51,16,16,94,121,2 South African Air Force,4/18/1951,12000,0,0,0,
F51,54,53,294,590,35th Fighter Interceptor Group,4/18/1951,58000,0,0,0,
F51,17,14,47,104,18th Fighter Bomber Group,4/19/1951,10000,1,0,0,
F51,11,11,24,30,35th Fighter Interceptor Group,4/19/1951,10000,0,0,0,
F51,3,3,,8,N/A,4/20/1951,,0,0,0,
F51,53,52,205,349,18th Fighter Bomber Group,4/20/1951,30000,1,1,0,
F51,16,16,47,49,2 South African Air Force,4/20/1951,10000,0,0,0,
F51,79,79,368,810,35th Fighter Interceptor Group,4/20/1951,74000,1,1,0,
F51,5,5,,,N/A,4/21/1951,,0,0,0,
F51,60,57,326,411,18th Fighter Bomber Group,4/21/1951,68000,0,0,0,
F51,16,16,81,60,2 South African Air Force,4/21/1951,10000,0,0,0,
F51,64,64,344,592,35th Fighter Interceptor Group,4/21/1951,78000,0,0,0,
F51,5,5,,,N/A,4/22/1951,,0,0,0,1
F51,46,46,133,288,18th Fighter Bomber Group,4/22/1951,46000,0,0,0,
F51,16,16,80,106,2 South African Air Force,4/22/1951,,0,0,0,
F51,63,63,349,773,35th Fighter Interceptor Group,4/22/1951,66000,1,1,0,
F51,8,8,,,N/A,4/23/1951,,0,0,0,
F51,34,34,186,394,18th Fighter Bomber Group,4/23/1951,48000,0,0,0,
F51,16,16,95,115,2 South African Air Force,4/23/1951,12000,0,0,0,
F51,96,96,542,1242,35th Fighter Interceptor Group,4/23/1951,128000,0,0,0,
F51,49,48,207,524,18th Fighter Bomber Group,4/23/1951,48000,1,0,0,
F51,5,5,,,N/A,4/24/1951,,0,0,0,
F51,46,46,184,456,35th Fighter Interceptor Group,4/24/1951,64000,0,0,0,
F51,68,66,351,838,18th Fighter Bomber Group,4/24/1951,102000,0,0,0,
F51,15,14,87,129,2 South African Air Force,4/24/1951,24000,0,0,0,
F51,9,9,,,N/A,4/25/1951,,0,0,0,
F51,98,98,346,1103,35th Fighter Interceptor Group,4/25/1951,146000,0,0,0,
F51,60,59,313,552,18th Fighter Bomber Group,4/25/1951,78000,1,0,0,
F51,16,15,24,78,2 South African Air Force,4/25/1951,18000,0,0,0,
F51,8,8,,,N/A,4/26/1951,,0,0,0,
F51,107,106,40,1101,35th Fighter Interceptor Group,4/26/1951,142000,0,0,0,
F51,55,55,278,450,18th Fighter Bomber Group,4/26/1951,84000,1,0,0,
F51,16,16,69,35,2 South African Air Force,4/26/1951,22000,0,0,0,
F51,6,6,,,N/A,4/27/1951,,0,0,0,
F51,51,51,182,592,35th Fighter Interceptor Group,4/27/1951,68000,0,0,0,
F51,35,27,154,267,18th Fighter Bomber Group,4/27/1951,42000,0,0,0,
F51,12,4,24,12,2 South African Air Force,4/27/1951,20000,0,0,0,
F51,8,8,,,N/A,4/29/1951,,0,0,0,
F51,98,97,485,1787,35th Fighter Interceptor Group,4/29/1951,182000,0,0,0,
F51,52,52,258,448,18th Fighter Bomber Group,4/29/1951,80000,0,0,0,
F51,16,16,95,128,2 South African Air Force,4/29/1951,24000,0,0,0,
F51,11,11,,,N/A,4/30/1951,,0,0,0,
F51,94,94,438,926,35th Fighter Interceptor Group,4/30/1951,112000,0,0,0,
F51,67,66,328,503,18th Fighter Bomber Group,4/30/1951,80000,4,3,0,
F51,31,30,151,137,2 South African Air Force,4/30/1951,26000,1,0,0,
F80,3,3,,,8th Fighter Bomber Group,6/26/1950,,0,0,0,
F80,3,3,,,8th Fighter Bomber Group,6/26/1950,,0,0,0,
F80,2,2,,,8th Fighter Bomber Group,6/26/1950,,0,0,0,
F80,2,2,,,8th Fighter Bomber Group,6/26/1950,,0,0,0,
F80,2,2,,,8th Fighter Bomber Group,6/26/1950,,0,0,0,
F80,2,2,,,8th Fighter Bomber Group,6/26/1950,,0,0,0,
F80,18,18,,,49th Fighter Bomber Group,6/27/1950,,0,0,0,
F80,36,36,,12,8th Fighter Bomber Group,6/27/1950,,0,0,4,
F80,36,36,,12,8th Fighter Bomber Group,6/27/1950,,0,0,4,
F80,2,2,,,8th Fighter Bomber Group,6/27/1950,,0,0,0,
F80,2,2,,,8th Fighter Bomber Group,6/27/1950,,0,0,0,
F80,37,37,,,8th Fighter Bomber Group,6/27/1950,,0,0,0,
F80,37,37,,,8th Fighter Bomber Group,6/27/1950,,0,0,0,
F80,18,18,,,49th Fighter Bomber Group,6/27/1950,,0,0,0,
F80,4,4,,,49th Fighter Bomber Group,6/28/1950,,0,0,0,
F80,4,4,,,49th Fighter Bomber Group,6/28/1950,,0,0,0,
F80,8,8,,46,8th Fighter Bomber Group,6/28/1950,,0,0,0,
F80,8,8,,46,8th Fighter Bomber Group,6/28/1950,,0,0,0,
F80,8,8,,78,8th Fighter Bomber Group,6/28/1950,,0,0,0,
F80,8,8,,78,8th Fighter Bomber Group,6/28/1950,,0,0,0,
F80,4,4,,1,8th Fighter Bomber Group,6/28/1950,,0,0,0,
F80,4,4,,1,8th Fighter Bomber Group,6/28/1950,,0,0,0,
F80,27,27,,46,49th Fighter Bomber Group,6/29/1950,,1,0,1,
F80,27,27,,46,49th Fighter Bomber Group,6/29/1950,,1,0,1,
F80,32,32,,109,8th Fighter Bomber Group,6/29/1950,,0,0,0,
F80,32,32,,109,8th Fighter Bomber Group,6/29/1950,,0,0,0,
F80,35,35,,267,8th Fighter Bomber Group,6/29/1950,,0,0,0,2
F80,35,35,,267,8th Fighter Bomber Group,6/29/1950,,0,0,0,2
F80,32,31,,45,8th Fighter Bomber Group,6/29/1950,,0,0,1,
F80,32,31,,45,8th Fighter Bomber Group,6/29/1950,,0,0,1,
F80,24,24,,67,49th Fighter Bomber Group,6/30/1950,,0,0,0,
F80,16,16,,71,8th Fighter Bomber Group,6/30/1950,,0,0,0,
F80,23,23,,194,8th Fighter Bomber Group,6/30/1950,,1,1,2,
F80,31,31,,68,8th Fighter Bomber Group,6/30/1950,,0,0,0,
F80,8,8,,,49th Fighter Bomber Group,7/1/1950,,0,0,0,
F80,2,2,,27,8th Fighter Bomber Group,7/1/1950,,0,0,0,
F80,36,35,8,,49th Fighter Bomber Group,7/2/1950,,0,0,1,
F80,24,24,62,73,49th Fighter Bomber Group,7/2/1950,,0,0,2,
F80,42,42,,260,8th Fighter Bomber Group,7/2/1950,,0,0,0,1
F80,19,19,32,95,8th Fighter Bomber Group,7/2/1950,,0,0,0,
F80,34,34,,156,8th Fighter Bomber Group,7/2/1950,,0,0,0,1
F80,16,16,8,86,49th Fighter Bomber Group,7/3/1950,,0,0,1,
F80,24,22,32,114,49th Fighter Bomber Group,7/3/1950,,0,0,0,
F80,14,14,,110,8th Fighter Bomber Group,7/3/1950,,0,0,0,
F80,22,22,,109,8th Fighter Bomber Group,7/3/1950,,0,0,0,1
F80,22,21,,145,8th Fighter Bomber Group,7/3/1950,,1,1,0,1
F80,31,31,,91,49th Fighter Bomber Group,7/4/1950,,0,0,0,
F80,20,18,24,75,49th Fighter Bomber Group,7/4/1950,,0,0,0,
F80,32,32,10,146,8th Fighter Bomber Group,7/4/1950,,0,0,0,
F80,18,18,,101,8th Fighter Bomber Group,7/4/1950,,0,0,0,
F80,19,18,,132,8th Fighter Bomber Group,7/4/1950,,0,0,0,
F80,8,8,,29,49th Fighter Bomber Group,7/5/1950,,0,0,0,
F80,4,2,,,49th Fighter Bomber Group,7/5/1950,,0,0,0,
F80,11,11,,7,8th Fighter Bomber Group,7/5/1950,,0,0,0,
F80,8,8,,22,8th Fighter Bomber Group,7/5/1950,,0,0,0,
F80,10,8,6,97,49th Fighter Bomber Group,7/6/1950,,1,0,0,
F80,26,26,24,24,49th Fighter Bomber Group,7/6/1950,,0,0,0,
F80,8,8,8,79,8th Fighter Bomber Group,7/6/1950,,0,0,0,
F80,17,17,,115,8th Fighter Bomber Group,7/6/1950,,1,0,0,
F80,26,21,96,173,49th Fighter Bomber Group,7/7/1950,,0,1,0,
F80,32,31,45,82,49th Fighter Bomber Group,7/7/1950,,1,1,0,
F80,32,32,15,243,8th Fighter Bomber Group,7/7/1950,,1,1,0,
F80,17,16,14,114,8th Fighter Bomber Group,7/7/1950,,1,1,0,
F80,16,16,30,18,35th Fighter Interceptor Group,7/8/1950,,0,0,0,
F80,22,16,64,90,35th Fighter Interceptor Group,7/8/1950,,0,0,0,
F80,21,17,32,69,49th Fighter Bomber Group,7/8/1950,,0,0,0,
F80,17,17,21,69,49th Fighter Bomber Group,7/8/1950,,0,0,0,
F80,23,7,35,136,8th Fighter Bomber Group,7/8/1950,,0,0,0,
F80,22,20,22,179,8th Fighter Bomber Group,7/8/1950,,0,0,0,
F80,22,22,32,128,8th Fighter Bomber Group,7/8/1950,,0,0,0,1
F80,18,18,27,27,35th Fighter Interceptor Group,7/9/1950,60000,0,0,0,
F80,24,24,40,150,35th Fighter Interceptor Group,7/9/1950,,0,0,0,1
F80,17,17,21,69,49th Fighter Bomber Group,7/9/1950,,0,0,0,3
F80,20,12,50,145,8th Fighter Bomber Group,7/9/1950,,0,1,1,1
F80,22,20,38,233,8th Fighter Bomber Group,7/9/1950,,0,0,0,
F80,24,23,36,152,8th Fighter Bomber Group,7/9/1950,,0,0,0,2
F80,32,31,64,50,35th Fighter Interceptor Group,7/10/1950,,0,0,0,3
F80,32,31,76,175,35th Fighter Interceptor Group,7/10/1950,,0,0,0,
F80,22,21,50,175,49th Fighter Bomber Group,7/10/1950,,0,0,0,
F80,32,30,52,164,49th Fighter Bomber Group,7/10/1950,,0,0,0,1
F80,38,38,107,348,8th Fighter Bomber Group,7/10/1950,,1,0,0,
F80,28,26,29,204,8th Fighter Bomber Group,7/10/1950,,0,0,0,3
F80,23,22,32,120,8th Fighter Bomber Group,7/10/1950,,0,0,0,2
F80,46,46,90,276,35th Fighter Interceptor Group,7/11/1950,,0,0,0,
F80,27,24,44,111,35th Fighter Interceptor Group,7/11/1950,,0,0,0,
F80,23,21,62,73,49th Fighter Bomber Group,7/11/1950,,0,0,0,1
F80,28,27,50,,49th Fighter Bomber Group,7/11/1950,,0,0,0,
F80,28,26,56,199,8th Fighter Bomber Group,7/11/1950,,0,0,0,
F80,24,23,48,111,8th Fighter Bomber Group,7/11/1950,,0,0,0,4
F80,24,21,40,115,8th Fighter Bomber Group,7/11/1950,,0,0,0,4
F80,24,24,44,271,35th Fighter Interceptor Group,7/12/1950,,0,0,0,
F80,22,15,82,79,35th Fighter Interceptor Group,7/12/1950,,0,0,0,
F80,29,28,76,151,49th Fighter Bomber Group,7/12/1950,,0,0,0,
F80,36,31,59,216,49th Fighter Bomber Group,7/12/1950,,0,0,0,
F80,32,31,76,150,8th Fighter Bomber Group,7/12/1950,,0,0,0,
F80,23,21,51,152,8th Fighter Bomber Group,7/12/1950,,0,0,0,5
F80,20,18,68,65,35th Fighter Interceptor Group,7/13/1950,,0,0,0,
F80,16,14,26,15,35th Fighter Interceptor Group,7/13/1950,,0,0,0,
F80,24,21,43,66,49th Fighter Bomber Group,7/13/1950,,0,0,0,
F80,28,27,73,158,8th Fighter Bomber Group,7/13/1950,,0,0,0,
F80,21,17,50,190,8th Fighter Bomber Group,7/13/1950,,0,0,0,
F80,16,16,40,136,8th Fighter Bomber Group,7/13/1950,,0,0,0,2
F80,32,30,64,100,35th Fighter Interceptor Group,7/14/1950,,0,0,1,1
F80,20,20,64,128,35th Fighter Interceptor Group,7/14/1950,,0,0,0,
F80,27,27,93,167,49th Fighter Bomber Group,7/14/1950,,0,0,0,
F80,28,24,74,95,49th Fighter Bomber Group,7/14/1950,,0,0,0,1
F80,24,24,78,185,8th Fighter Bomber Group,7/14/1950,,0,0,2,
F80,15,14,48,90,8th Fighter Bomber Group,7/14/1950,,0,0,0,
F80,24,23,66,80,35th Fighter Interceptor Group,7/15/1950,,0,0,0,
F80,8,8,16,45,35th Fighter Interceptor Group,7/15/1950,,0,0,0,
F80,36,33,109,235,49th Fighter Bomber Group,7/15/1950,,0,0,1,
F80,32,32,75,89,49th Fighter Bomber Group,7/15/1950,,0,0,0,
F80,32,29,84,183,8th Fighter Bomber Group,7/15/1950,,0,0,0,
F80,32,27,73,182,8th Fighter Bomber Group,7/15/1950,,0,0,0,
F80,34,34,109,272,35th Fighter Interceptor Group,7/16/1950,,0,0,0,
F80,8,8,32,14,35th Fighter Interceptor Group,7/16/1950,,0,0,0,
F80,32,31,113,200,49th Fighter Bomber Group,7/16/1950,,0,0,0,1
F80,28,26,73,115,8th Fighter Bomber Group,7/16/1950,,0,0,0,
F80,31,31,60,171,8th Fighter Bomber Group,7/16/1950,,0,0,0,1
F80,26,25,72,213,8th Fighter Bomber Group,7/16/1950,,0,0,0,1
F80,31,29,57,248,35th Fighter Interceptor Group,7/17/1950,,0,0,0,
F80,20,20,64,128,35th Fighter Interceptor Group,7/17/1950,,0,0,0,
F80,23,22,83,155,49th Fighter Bomber Group,7/17/1950,,0,0,0,
F80,32,26,43,86,49th Fighter Bomber Group,7/17/1950,,0,0,0,
F80,28,27,73,206,8th Fighter Bomber Group,7/17/1950,,0,0,1,
F80,27,27,72,141,8th Fighter Bomber Group,7/17/1950,,0,0,0,
F80,22,21,65,153,8th Fighter Bomber Group,7/17/1950,,0,0,0,1
F80,18,18,33,128,35th Fighter Interceptor Group,7/18/1950,,0,0,0,1
F80,19,19,44,113,49th Fighter Bomber Group,7/18/1950,,0,0,0,
F80,24,14,51,7,49th Fighter Bomber Group,7/18/1950,,0,0,0,1
F80,24,24,68,121,8th Fighter Bomber Group,7/18/1950,,0,0,0,
F80,19,18,48,81,8th Fighter Bomber Group,7/18/1950,,1,1,0,
F80,20,19,55,109,8th Fighter Bomber Group,7/18/1950,,0,0,0,1
F80,4,4,15,35,35th Fighter Interceptor Group,7/19/1950,,0,0,0,
F80,24,20,76,181,49th Fighter Bomber Group,7/19/1950,,0,0,0,
F80,12,11,39,51,49th Fighter Bomber Group,7/19/1950,,0,0,0,
F80,24,23,31,157,8th Fighter Bomber Group,7/19/1950,,1,1,4,
F80,20,20,26,113,8th Fighter Bomber Group,7/19/1950,,0,0,22,1
F80,20,20,69,160,35th Fighter Interceptor Group,7/20/1950,,0,0,0,
F80,12,12,43,180,49th Fighter Bomber Group,7/20/1950,,0,0,0,1
F80,16,13,43,78,49th Fighter Bomber Group,7/20/1950,,0,0,0,
F80,24,24,46,173,8th Fighter Bomber Group,7/20/1950,,0,0,2,
F80,24,24,46,173,8th Fighter Bomber Group,7/20/1950,,0,0,2,
F80,20,20,42,176,8th Fighter Bomber Group,7/20/1950,4000,0,0,0,
F80,16,16,41,128,35th Fighter Interceptor Group,7/21/1950,,0,0,0,
F80,26,25,46,82,49th Fighter Bomber Group,7/21/1950,,0,0,0,
F80,12,5,10,20,49th Fighter Bomber Group,7/21/1950,,0,0,0,
F80,28,26,6,161,8th Fighter Bomber Group,7/21/1950,,0,0,0,
F80,28,27,18,97,8th Fighter Bomber Group,7/21/1950,,1,1,0,1
F80,2,2,,,35th Fighter Interceptor Group,7/22/1950,,0,0,0,
F80,8,8,,,49th Fighter Bomber Group,7/22/1950,,0,0,0,
F80,2,2,,,8th Fighter Bomber Group,7/22/1950,,0,0,0,
F80,10,10,15,98,8th Fighter Bomber Group,7/22/1950,,0,0,0,
F80,16,15,47,140,35th Fighter Interceptor Group,7/23/1950,,0,0,0,
F80,24,20,20,72,49th Fighter Bomber Group,7/23/1950,,0,0,0,
F80,28,28,53,185,8th Fighter Bomber Group,7/23/1950,,0,0,0,
F80,28,28,59,190,8th Fighter Bomber Group,7/23/1950,,0,0,0,
F80,23,22,39,173,8th Fighter Bomber Group,7/23/1950,,0,0,0,
F80,28,27,38,183,49th Fighter Bomber Group,7/24/1950,,0,0,0,1
F80,37,25,36,166,49th Fighter Bomber Group,7/24/1950,,0,0,0,
F80,36,36,82,378,8th Fighter Bomber Group,7/24/1950,,0,0,0,
F80,32,31,75,91,8th Fighter Bomber Group,7/24/1950,,0,0,0,
F80,30,29,21,165,8th Fighter Bomber Group,7/24/1950,,0,0,0,
F80,34,33,80,110,35th Fighter Interceptor Group,7/25/1950,,0,0,0,
F80,40,38,57,331,49th Fighter Bomber Group,7/25/1950,,0,0,5,
F80,31,24,36,139,49th Fighter Bomber Group,7/25/1950,,0,0,0,
F80,34,33,64,188,8th Fighter Bomber Group,7/25/1950,,0,0,0,
F80,28,28,43,293,8th Fighter Bomber Group,7/25/1950,,0,0,0,
F80,42,41,121,150,35th Fighter Interceptor Group,7/26/1950,,0,0,0,
F80,38,36,57,276,49th Fighter Bomber Group,7/26/1950,,0,0,0,
F80,32,24,51,148,49th Fighter Bomber Group,7/26/1950,,0,0,0,
F80,30,30,93,427,8th Fighter Bomber Group,7/26/1950,,0,0,0,
F80,34,32,76,284,8th Fighter Bomber Group,7/26/1950,,0,0,0,2
F80,32,32,93,180,35th Fighter Interceptor Group,7/27/1950,,0,0,0,
F80,27,27,48,304,49th Fighter Bomber Group,7/27/1950,2000,0,0,0,
F80,26,24,22,147,49th Fighter Bomber Group,7/27/1950,,0,0,0,
F80,36,36,96,448,8th Fighter Bomber Group,7/27/1950,,0,0,0,
F80,32,31,53,168,8th Fighter Bomber Group,7/27/1950,,0,0,0,
F80,31,31,87,210,35th Fighter Interceptor Group,7/28/1950,,0,0,0,
F80,35,32,39,69,49th Fighter Bomber Group,7/28/1950,2000,0,0,0,
F80,36,36,95,288,8th Fighter Bomber Group,7/28/1950,,0,0,0,
F80,26,26,41,146,8th Fighter Bomber Group,7/28/1950,,0,0,0,
F80,34,29,38,180,8th Fighter Bomber Group,7/28/1950,,0,0,0,
F80,18,18,65,147,35th Fighter Interceptor Group,7/29/1950,,0,0,0,
F80,32,32,46,157,49th Fighter Bomber Group,7/29/1950,,0,0,0,
F80,36,36,70,199,8th Fighter Bomber Group,7/29/1950,,0,0,0,
F80,32,32,53,194,8th Fighter Bomber Group,7/29/1950,,0,0,0,
F80,36,28,50,350,8th Fighter Bomber Group,7/29/1950,,0,0,0,
F80,36,34,53,143,49th Fighter Bomber Group,7/30/1950,,0,0,0,
F80,40,37,45,103,49th Fighter Bomber Group,7/30/1950,,0,0,0,
F80,36,36,88,248,8th Fighter Bomber Group,7/30/1950,,0,0,0,
F80,35,35,53,194,8th Fighter Bomber Group,7/30/1950,,0,0,0,
F80,29,27,16,173,8th Fighter Bomber Group,7/30/1950,,1,1,0,
F80,48,48,157,295,35th Fighter Interceptor Group,7/31/1950,,0,0,0,
F80,23,22,30,163,49th Fighter Bomber Group,7/31/1950,,0,0,0,
F80,24,24,22,72,49th Fighter Bomber Group,7/31/1950,,0,0,0,
F80,44,44,170,443,8th Fighter Bomber Group,7/31/1950,,0,0,0,1
F80,36,33,92,137,8th Fighter Bomber Group,7/31/1950,,0,0,0,
F80,40,40,116,250,35th Fighter Interceptor Group,8/1/1950,,0,0,0,1
F80,46,46,76,273,49th Fighter Bomber Group,8/1/1950,,0,0,0,1
